Titulo;Paragrafo;;Fonte;Link;Data_acesso;Termo
Hipoglicemia; A hipoglicemia é o distúrbio caracterizado pela baixa quantidade de açúcar no sangue que provoca alguns sintomas no organismo. Normalmente, um decilitro de sangue possui entre 70 e 110 miligramas de açúcar, ou seja, 70 a 110 mg/ 1dl e no caso de um indivíduo hipoglicêmico a taxa de açúcar no sangue é inferior a 70 mg, o que provoca visão turva, fraqueza, tontura, dor de cabeça, fome, formigamento, irritabilidade, sonolência, calafrio, tremores, sudorese, confusão mental, fadiga, desmaios e outros.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/hipoglicemia.htm;Acesso em maio de 2024;hypoglycemia
Impetigo; O impetigo é uma infecção provocada por dois tipos de microrganismos que atacam a camada mais externa da pele, o Staphylococcus aureus e Streptococcus . Normalmente se manifesta em crianças de até cinco anos, porém pode ocorrer em qualquer idade.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/impetigo.htm;Acesso em maio de 2024;impetigo
;Leucemia é uma doença que afeta os glóbulos brancos, também chamados de leucócitos, de um indivíduo, ou seja, a doença atinge as células responsáveis pela defesa do organismo. De acordo com o Instituto Nacional de Câncer (INCA), existem mais de 12 tipos de leucemia, sendo quatro os tipos mais comuns: leucemia mieloide aguda (LMA), leucemia mieloide crônica (LMC), leucemia linfocítica aguda (LLA) e leucemia linfocítica crônica (CLL).;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/leucemia.htm;Acesso em maio de 2024;leukemia
Linfoma; O câncer no sistema linfático é também chamado de linfoma . O linfoma ocorre quando uma célula normal do sistema linfático se transforma, começa a se dividir desordenadamente, e se espalha pelo organismo.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/linfoma.htm;Acesso em maio de 2024;lymphoma
;O Lúpus eritematoso sistêmico (LES), ou simplesmente lúpus, é uma doença autoimune que, segundo a Sociedade Brasileira de Reumatologia, acomete cerca de 65.000 pessoas em nosso país.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/lúpus.htm;Acesso em maio de 2024;lupus
Malária; A malária é uma protozoose transmitida por meio da picada de um mosquito (gênero Anopheles ) contaminado com o parasita do gênero Plasmodium. A doença é grave e pode levar à morte caso o tratamento adequado não seja feito.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/malária.htm;Acesso em maio de 2024;malaria
Melanoma; Existem diferentes tipos de câncer de pele, alguns mais graves e outros mais brandos. O melanoma é um tipo pouco comum, entretanto bastante agressivo em virtude de seu alto poder de metástase.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/melanoma.htm;Acesso em maio de 2024;melanoma
Meningite; A meningite é uma inflamação das membranas que envolvem o sistema nervoso central , as chamadas meninges . Pode ser desencadeada por micro-organismos, como vírus e bactérias, mas também pode ter outras causas, tais como câncer, traumatismo craniano e uso de drogas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/meningite.htm;Acesso em maio de 2024;meningitis
;Obesidade é uma doença crônica, a qual se caracteriza pelo acúmulo excessivo de gordura corporal. É considerada fator de risco para uma série de outros problemas, como doenças cardiovasculares, diabetes e até mesmo câncer.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/obesidade.htm;Acesso em maio de 2024;obesity
Osteoporose; A osteoporose é um distúrbio que causa uma redução na densidade mineral óssea com a consequente elevação da fragilidade dos ossos. Como ocorre um aumento da fragilidade, as pessoas apresentam um maior risco de fraturas, que podem causar problemas sérios, dependendo do osso afetado.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/osteoporose.htm;Acesso em maio de 2024;osteoporosis
Pancreatite; O pâncreas é uma glândula que se localiza atrás do estômago, bem próxima ao duodeno. Por produzir sucos digestivos e enzimas, exerce importante papel na digestão dos alimentos e metabolismo dos nutrientes.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/pancreatite.htm;Acesso em maio de 2024;pancreatitis
;A pneumonia é uma doença que afeta os pulmões, órgãos fundamentais para o processo de respiração. Essa inflamação pode ocorrer em decorrência de diferentes agentes infecciosos, como bactérias, vírus e fungos, e também resultar de processos alérgicos.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/pneumonia.htm;Acesso em maio de 2024;pneumonia
Psoríase; A psoríase é uma doença crônica, inflamatória e benigna que se manifesta de forma hereditária na pele através de manchas inflamadas avermelhadas ou prateadas que aparecem em sua maioria nos joelhos, cotovelos, nádegas, couro cabeludo e região lombossacra. ;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/psoríase.htm;Acesso em maio de 2024;psoriasis
Pênfigo; Os pênfigos são doenças que acometem a região da pele e algumas vezes as mucosas, levando ao surgimento de lesões bolhosas dolorosas. Não é uma doença contagiosa, mas ainda possui causas desconhecidas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/pênfigo.htm;Acesso em maio de 2024;pemphigus
;O raquitismo é uma doença que acomete crianças e caracteriza-se por ser um defeito de mineralização do osso. As causas do raquitismo são variadas, destacando-se a deficiência ou incapacidade do corpo de utilizar adequadamente a vitamina D.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/raquitismo.htm;Acesso em maio de 2024;rickets
Rubéola; Rubéola é uma doença causada por um vírus do gênero Rubivirus, que afeta crianças e adultos. Está entre as chamadas doenças da infância, um dos cinco exantemas (doenças com marcas vermelhas na pele).;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/rubéola.htm;Acesso em maio de 2024;rubella
;O sarampo é uma doença infecciosa causada por um vírus de RNA pertencente ao gênero Morbillivirus, da família Paramyxovirida. Essa doença é grave e pode até mesmo causar a morte do indivíduo, sendo considerada uma das principais causas de mortalidade entre crianças menores de 5 anos de idade, em especial em países mais pobres.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/sarampo.htm;Acesso em maio de 2024;measles
Sinusite; Sinusite é um processo inflamatório que ocorre na mucosa de revestimento dos seios paranasais, ocasionando acúmulo de secreção e bloqueio das vias respiratórias. Atualmente, esse termo está caindo em desuso, sendo substituído por rinossinusite , pois raramente a sinusite ocorre sem a rinite, que se caracteriza pelo acometimento da mucosa nasal.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/sinusite.htm;Acesso em maio de 2024;sinusitis
Sífilis; A sífilis é uma doença bacteriana conhecida desde o século XV e que atinge diversas partes do corpo, como pele, sistema cardiovascular e até o sistema nervoso. Os casos no Brasil vêm aumentando consideravelmente nos últimos anos e, por isso, essa doença merece atenção para que se rompa a cadeia de transmissão.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/sífilis.htm;Acesso em maio de 2024;syphilis
Talassemia; A talassemia, popularmente chamada de anemia do Mediterrâneo, é uma doença hereditária que tem como característica a não produção de um dos dois tipos de cadeias que formam a molécula de hemoglobina (alfa ou beta), resultando em glóbulos vermelhos com menor quantidade desse pigmento responsável pelo transporte de oxigênio às células do corpo. Além disso, as hemácias se apresentam mais frágeis, com menor tempo de vida e menor capacidade de carregamento de O2.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/talassemia.htm;Acesso em maio de 2024;thalassemia
Tendinite; Tendinite é uma inflamação que ocorre nos tendões. Tendões são estruturas fibrosas, que transmitem a força produzida pelos elementos contráteis e não contráteis.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/tendinite.htm;Acesso em maio de 2024;tendinitis
Toxoplasmose; A toxoplasmose é uma doença causada por um protozoário parasita intracelular obrigatório chamado Toxoplasma gondii . É uma infecção observada em todo o mundo, apesar de ser mais encontrada em regiões de clima tropical.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/toxoplasmose.htm;Acesso em maio de 2024;toxoplasmosis
Tricomoníase; Tricomoníase é uma infecção sexualmente transmissível provocada por um protozoário flagelado denominado Trichomonas vaginalis. Trata-se da IST não viral mais prevalente no mundo.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/tricomoníase.htm;Acesso em maio de 2024;trichomoniasis
Tuberculose; A tuberculose é uma doença infectocontagiosa transmitida pelo ar causada pela bactéria Mycobacterium tuberculosis , também conhecida como bacilo de Koch . É uma doença grave que acomete todas as idades, mas apresenta maior incidência em crianças.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/tuberculose.htm;Acesso em maio de 2024;tuberculosis
Varíola; Diversas doenças caracterizam-se por sua dificuldade de cura e por provocarem a morte de centenas de pessoas através da história da humanidade. A varíola , por exemplo, é uma doença viral conhecida desde a antiguidade que causou um grande rastro de mortes em todo o mundo, sendo responsável, inclusive, por dizimar um grande número de tribos ameríndias.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/varíola.htm;Acesso em maio de 2024;smallpox
Vasculite; Vasculite é o nome dado a um grupo de doenças que apresentam em comum a inflamação na parede dos vasos sanguíneos. Diferentes vasos podem ser acometidos, desde vasos de grande calibre, como artérias e veias , até vasos pequenos, como arteríolas, capilares e vênulas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/vasculite.htm;Acesso em maio de 2024;vasculitis
;O vitiligo é uma doença de pele que apresenta causa ainda desconhecida e se caracteriza pelo surgimento de manchas brancas de diferentes formatos e tamanhos na pele. É uma doença de pele não infecciosa e que não apresenta formas de prevenção.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/vitiligo.htm;Acesso em maio de 2024;vitiligo
;Ebola, febre hemorrágica ebola ou doença por vírus ebola é uma enfermidade altamente letal causada por um vírus da família Filoviridae. Descoberto em 1976, após uma grande quantidade de mortes no Sudão e Zaire (atual República Democrática do Congo), o vírus recebeu esse nome graças ao Rio Ebola, que fica próximo do local onde ocorreu o surto.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/ébola.htm;Acesso em maio de 2024;ebola
Depressão; A depressão é um problema de saúde mental que afeta várias pessoas em todo o mundo, sendo considerada, pela Organização Mundial de Saúde (OMS), como o “Mal do Século” . O Ministério da Saúde estima que uma a cada cinco pessoas no mundo apresente depressão em alguma fase da vida, sendo a prevalência, portanto, de cerca de 19%.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/depressão.htm;Acesso em maio de 2024;depression
Urticária; A urticária é uma reação provocada na pele que pode ser de origem alérgica ou não. Suas principais características são placas inchadas e avermelhadas de diferentes formas e tamanhos que se formam na pele e prurido (coceira).;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/urticária.htm;Acesso em maio de 2024;urticaria
Acne; A acne é uma doença da pele freqüente na adolescência, quando os hormônios sexuais são excessivos, ocasionando um desequilíbrio nas glândulas sebáceas, aumentando a secreção de sebo. Esse excesso de sebo e o acúmulo de células mortas obstruem o poro da pele, o que por sua vez provoca o aparecimento de espinhas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/acne.htm;Acesso em maio de 2024;acne
Anemia; A anemia é uma anomalia que afeta os glóbulos vermelhos do sangue fazendo com que esses sejam diminuídos e que a sua função também. Os glóbulos vermelhos são responsáveis por transportar o oxigênio aos tecidos do organismo e quando ocorre a anemia, a quantidade de oxigênio transportado é baixa.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/anemia.htm;Acesso em maio de 2024;anemia
Tireoide; A tireoide é uma glândula localizada na região do pescoço que apresenta o formato de borboleta. Trata-se de uma glândula endócrina e, portanto, responsável pela produção de hormônios .;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/tireoide.htm;Acesso em maio de 2024;thyroid
Afasia; A afasia é um distúrbio que compromete a linguagem de um indivíduo. Ela ocorre após um dano cerebral, não sendo portanto uma doença, mas sim a manifestação de algum outro problema.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/afasia.htm;Acesso em maio de 2024;aphasia
Antraz; O Antraz é uma doença causada pela bactéria Bacillus anthracis, encontrada naturalmente no solo, em regiões agrícolas. Este bacilo é bastante resistente, podendo, inclusive, formar esporos - os responsáveis por muitos dos sintomas da doença, podendo levar a óbito, uma vez que liberam toxinas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/antraz.htm;Acesso em maio de 2024;anthrax
Depressão; A depressão é um problema de saúde mental que afeta várias pessoas em todo o mundo, sendo considerada, pela Organização Mundial de Saúde (OMS), como o “Mal do Século” . O Ministério da Saúde estima que uma a cada cinco pessoas no mundo apresente depressão em alguma fase da vida, sendo a prevalência, portanto, de cerca de 19%.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/depressão.htm;Acesso em maio de 2024;depression
Desmaio; O desmaio, também chamado de síncope, pode ser definido como a perda temporária dos sentidos . Suas causas são variadas e podem incluir desde um simples jejum prolongado com consequente queda na taxa de glicose até problemas neurológicos graves.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/desmaio.htm;Acesso em maio de 2024;fainting
Enxaqueca; É uma síndrome neurológica que resulta em dores de cabeça normalmente acompanhada por náuseas, vômitos, fonofobia e fotofobia. As crises podem durar de 4 à 72 horas onde se manifesta falta de apetite, hiper-atividade, depressão nervosa, irritabilidade, bocejos repentinos, dificuldades na memória, desejos por alimentos e sonolência.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/enxaqueca.htm;Acesso em maio de 2024;migraine
;O estresse é um problema de saúde muito comum nos dias atuais, sendo chamado, por alguns, de mal do século. O termo foi introduzido na área da saúde pelo fisiologista Hans Selye, em 1936, para se referir a uma resposta do organismo a algum fator estressante.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/estresse.htm;Acesso em maio de 2024;stress
HPV; HPV é uma sigla para papilomavírus humano ( Human Papiloma Virus, em inglês), um grupo de vírus de DNA que infecta pele e mucosas. Recebe a denominação “papiloma” porque alguns tipos desses vírus geram verrugas ou papilomas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/hpv.htm;Acesso em maio de 2024;hpv
Radioterapia; A radioterapia é um tipo de tratamento contra o câncer que utiliza como método a radiação ionizante, que afeta o DNA das células. A radiação atua, principalmente, no controle do crescimento desordenado das células, levando o paciente à cura.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/radioterapia.htm;Acesso em maio de 2024;radiotherapy
Tétano; O tétano é uma doença infecciosa provocada pela exotoxina liberada pela bactéria Clostridium tetani. É encontrada sob forma de esporos em fezes, na terra e plantas que são introduzidas no organismo a partir de lesões na pele.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/tétano.htm;Acesso em maio de 2024;tetanus
Urticária; A urticária é uma reação provocada na pele que pode ser de origem alérgica ou não. Suas principais características são placas inchadas e avermelhadas de diferentes formas e tamanhos que se formam na pele e prurido (coceira).;;Site Mundo Educação;https://mundoeducacao.uol.com.br/doencas/urticária.htm;Acesso em maio de 2024;urticaria
Epiglote; O estômago é um órgão do sistema digestório que realiza a conexão entre o esôfago e o intestino delgado . Ele se caracteriza por ser a porção mais dilatada do tubo digestório.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/epiglote.htm;Acesso em maio de 2024;stomach
;A faringe é um órgão comum aos sistemas digestório e respiratório, permitindo a comunicação entre esses dois sistemas e, desse modo, sendo um local de passagem para alimentos e ar. A faringe está localizada na região posterior do nariz, da boca e da laringe, sendo possível distinguir três porções dela: nasofaringe, orofaringe e laringofaringe.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/faringe.htm;Acesso em maio de 2024;pharynx
;O fígado é o segundo maior órgão, perdendo apenas para a pele, e a maior glândula do corpo humano. Ele apresenta várias funções essenciais para o funcionamento do organismo, como a eliminação de substâncias tóxicas e a produção da bile, um produto essencial para a digestão de gorduras.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/fígado.htm;Acesso em maio de 2024;liver
Hemoglobina; A hemoglobina é uma proteína globular encontrada no interior dos eritrócitos que é responsável pela coloração vermelha do sangue . Apesar dessa característica marcante, essa não é a única função da hemoglobina, que está relacionada também com o transporte de gases e o equilíbrio ácido-base.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/hemoglobina.htm;Acesso em maio de 2024;hemoglobin
Cérebro; O cérebro é um órgão do sistema nervoso central muito importante para o funcionamento do corpo. Esse órgão constitui a maior parte do encéfalo, representando cerca de 80% da massa total dessa estrutura.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/cérebro.htm;Acesso em maio de 2024;brain
Clitóris; O clitóris é um órgão que compõe o sistema reprodutor feminino . É uma estrutura altamente vascularizada e sensível responsável pela estimulação e pelo prazer sexual.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/clitóris.htm;Acesso em maio de 2024;clitoris
Coração; Coração é um importante órgão muscular, formado principalmente por músculo cardíaco , que faz parte do sistema cardiovascular. É esse sistema que garante que o sangue seja transportado para todo o organismo, e o coração exerce importante papel nele, uma vez que atua bombeando o sangue.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/coração.htm;Acesso em maio de 2024;heart
;A traqueia é um órgão do sistema respiratório situado logo após a laringe e que se ramifica em dois brônquios. Esse órgão estende-se desde a região da sexta vértebra cervical até a quinta torácica.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/traquéia.htm;Acesso em maio de 2024;trachea
Hipófise; A hipófise , também chamada de pituitária , é uma glândula pequena que se localiza na base do encéfalo. Muitos a classificam como a glândula mestra do corpo, pois os hormônios que ela produz regulam o funcionamento de outras glândulas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/hipófise.htm;Acesso em maio de 2024;hypophysis
Hipotálamo; O hipotálamo está localizado sob o tálamo e é considerado o elo integrador entre o sistema nervoso e o sistema endócrino . Apesar de ser uma área pequena, o hipotálamo apresenta uma grande quantidade de funções importantes para o funcionamento do nosso organismo.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/hipotálamo.htm;Acesso em maio de 2024;hypothalamus
https://mundoeducacao.uol.com.br/biologia/uretra.htm;A uretra é um órgão que garante que a urina seja levada da bexiga para o meio externo. Nos homens, apresenta ainda mais uma função, que é servir de passagem para o sêmen no momento da ejaculação.;[''];Acesso em maio de 2024;Site Mundo Educação; no homem, também faz parte do sistema reprodutor.;urethra
Útero; O útero é um órgão, em formato de pera, que possui paredes espessas e faz parte do sistema reprodutor feminino. Esse órgão apresenta como sua principal função servir de local para o desenvolvimento do bebê e está localizado na parte anterior da cavidade pélvica , mais precisamente em frente ao reto e acima da bexiga.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/útero.htm;Acesso em maio de 2024;uterus
Infecção; Infecção , segundo o Ministério da Saúde, é a penetração e desenvolvimento ou multiplicação de um agente infeccioso no organismo do homem ou outro animal. Quando a infecção gera sinais e sintomas, temos um caso de doença infecciosa.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/infecção.htm;Acesso em maio de 2024;infection
Vagina; A vagina é um órgão tubular, muscular e elástico que conecta o meio externo e o útero. É o órgão feminino da cópula, sendo também o local por onde o bebê nasce no momento do parto normal e o sangue menstrual escoa.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/vagina.htm;Acesso em maio de 2024;vagina
Pâncreas; O pâncreas é uma glândula responsável pela secreção de suco pancreático e também pela produção de dois hormônios : a insulina e o glucagon. O suco pancreático é lançado no intestino delgado , onde participa do processo de digestão de carboidratos, lipídios e proteínas.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/pâncreas.htm;Acesso em maio de 2024;pancreas
Pênis; O pênis é um importante órgão do sistema genital masculino , sendo ele o responsável por garantir que o espermatozoide seja colocado dentro do corpo da mulher. Além disso, devido ao fato de que a uretra passa pelo interior do pênis, ele também se destaca por ser o órgão por onde a urina passa antes de ser expelida.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/pênis.htm;Acesso em maio de 2024;penis
Pericárdio; O pericárdio é uma membrana em forma de saco, composta por tecido conjuntivo, que envolve o coração e as raízes dos grandes vasos. Ele é dividido em duas camadas: o pericárdio fibroso, mais externo e resistente, e o pericárdio seroso, mais interno, composto pela camada parietal e visceral.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/pericárdio.htm;Acesso em maio de 2024;pericardium
;Vírus são seres microscópicos que não apresentam célula e tampouco metabolismo próprio. Esses organismos dependem de uma célula viva para se replicarem, sendo conhecidos devido a essa característica como parasitas intracelulares obrigatórios.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/vírus.htm;Acesso em maio de 2024;virus
Laringe; A laringe é um órgão curto, de forma cônica, constituído de cartilagens, músculos e ligamentos. Está localizada na região do pescoço, entre a quarta e sexta vértebra cervical, conectando a faringe à traqueia.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/laringe.htm;Acesso em maio de 2024;larynx
Meninges; O sistema nervoso central é constituído pelo encéfalo e pela medula espinhal. Todas essas estruturas estão envoltas por três membranas, que são conhecidas como meninges (dura-máter, aracnoide e pia-máter).;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/meninges.htm;Acesso em maio de 2024;meninges
Mesentério; Em 2016, o mesentério foi reclassificado e passou a ser considerado o mais novo órgão do corpo humano . Essa estrutura, já anteriormente conhecida, foi observada detalhadamente, e um estudo publicado permitiu a sua reclassificação.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/mesentério.htm;Acesso em maio de 2024;mesentery
Miocárdio; Miocárdio é a camada média da parede do coração e é constituído por tecido muscular estriado cardíaco. Pelo miocárdio está espalhado um sistema que garante o estímulo rítmico do coração.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/miocárdio.htm;Acesso em maio de 2024;myocardium
Clonagem; Podemos definir o clone como um organismo que se origina de uma célula e é idêntico a essa célula original. O mecanismo que promove o surgimento de clones é denominado de clonagem e constitui um modo de reprodução assexuada , comum em algumas plantas e bactérias.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/clonagem.htm;Acesso em maio de 2024;cloning
O que é daltonismo?; O daltonismo , também conhecido como cegueira parcial para cores, é uma anomalia ligada ao sexo causada por um gene localizado no cromossomo X. O nome daltonismo provém do nome do químico inglês John Dalton, que em 1794 publicou um estudo revelando que tinha dificuldade para distinguir a cor verde da vermelha.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/daltonismo.htm;Acesso em maio de 2024;color-blindness
;A gravidez é um evento importante responsável pela formação de um novo indivíduo. Esse período, que dura, em média, 40 semanas, é o resultado do processo de fecundação, em que o gameta masculino (espermatozoide) funde-se ao gameta feminino (ovócito), formando o zigoto, que se desenvolve, geralmente, dentro do útero da mãe.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/gravidez.htm;Acesso em maio de 2024;pregnancy
Hemofilia; A hemofilia é uma doença relacionada ao cromossomo X que afeta a coagulação do indivíduo. A doença acomete, em maior quantidade, o sexo masculino, sendo estimada a prevalência de cerca de um caso em cada 5.;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/hemofilia.htm;Acesso em maio de 2024;hemophilia
Suor; O suor é um fluido inodoro (sem cheiro), secretado pelas glândulas sudoríparas, uma glândula exócrina existente no extrato tecidual hipodermático (tecido subcutâneo adiposo), na pele de mamíferos, produzindo solução salina constituída principalmente por uréia, cloreto de potássio e água. ;;Site Mundo Educação;https://mundoeducacao.uol.com.br/biologia/suor.htm;Acesso em maio de 2024;sweat
Acne;A acne é uma doença da pele que atinge aproximadamente 80% dos adolescentes nesta época da vida, afetando unidades formadas por pelos e glândulas sebáceas: os folículos pilossebáceos.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/acne.htm;Acesso em maio de 2024;acne
Amidalite;A amidalite é uma inflamação das amídalas que provoca, principalmente, dor de garganta. É uma inflamação comum na infância e juventude, sendo uma das causas mais comuns de febres em crianças.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/amidalite.htm;Acesso em maio de 2024;tonsillitis
Amiloidose;A amiloidose é um grupo de doenças caracterizadas pela deposição de proteínas em determinado órgão. Ela resulta da conversão de proteínas solúveis em agregados não solúveis que formam fibras amiloides.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/amiloidose.htm;Acesso em maio de 2024;amyloidosis
Anemia;Anemia é uma condição em que o paciente apresenta valores abaixo do normal de hemácias ou de hemoglobina. Diferentemente do que muitos pensam, a anemia nem sempre é a doença principal, mas um sintoma de outro problema de saúde.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/anemia.htm;Acesso em maio de 2024;anemia
Apendicite;A apendicite é uma inflamação do apêndice que desencadeia dor abdominal. Em geral, essa condição é grave e necessita de intervenção cirúrgica.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/apendicite.htm;Acesso em maio de 2024;appendicitis
Asma;A asma, conhecida também como bronquite asmática ou bronquite alérgica, é uma doença crônica que afeta as vias aéreas inferiores. Nessa doença, observa-se uma obstrução reversível das vias aéreas, o que provoca falta de ar e ruídos respiratórios conhecidos como sibilos.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/asma.htm;Acesso em maio de 2024;asthma
Botulismo;Botulismo é uma doença rara e grave causada pela toxina produzida pela bactéria Clostridium botulinum, presente principalmente em alimentos mal processados e conservados inadequadamente. Os sintomas incluem fraqueza muscular, distúrbios gastrointestinais e neurológicos, podendo levar à paralisia muscular e até mesmo à morte.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/botulismo.htm;Acesso em maio de 2024;botulism
Catapora;A catapora, ou varicela, é uma doença viral, causada pelo Herpesvirus varicellae, e que se manifesta com maior frequência em crianças. Na maioria das vezes, apresenta-se de forma benigna e as pessoas acometidas tendem a apresentar cansaço, dor de cabeça, febre e perda de apetite.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/catapora.htm;Acesso em maio de 2024;chickenpox
Caxumba;"A caxumba, também denominada papeira, parotidite infecciosa e parotidite endêmica; é uma doença viral cujo responsável pela infecção pertence à família Paramyxoviridae, gênero Rubulavírus. Com grande capacidade de transmissão, esta se dá através do contato direto com saliva, gotículas aéreas e objetos contendo o vírus.";;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/caxumba.htm;Acesso em maio de 2024;mumps
Cirrose;O figado é um dos maiores órgãos do corpo humano e pesa cerca de 1,5 kg. Ele exerce diversas funções, destacando-se a produção da bile e a eliminação de substâncias, tais como álcool e medicamentos.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/cirrose.htm;Acesso em maio de 2024;cirrhosis
Coqueluche;A coqueluche, também conhecida pelos nomes pertussis, tosse comprida, tosse com guincho e tosse espasmódica, é uma doença bacteriana que atinge o sistema respiratório cujas complicações - convulsões, pneumonias e encefalopatias - podem levar o indivíduo a óbito.Causada pelas Bordetella pertussis e B.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/coqueluche.htm;Acesso em maio de 2024;whooping-cough
Cólera;De acordo com relatos bem antigos, a cólera estava presente desde os primeiros séculos da humanidade, causando diarreias agudas de aspecto semelhante à água de arroz, vômitos e, em casos mais acentuados, câimbras, perda de peso intensa e olhos turvos. Causada pela bactéria Vibrio cholerae, é uma doença com grande facilidade de dissipação.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/cólera.htm;Acesso em maio de 2024;cholera
Dengue;A dengue é uma doença viral causada por um arbovírus transmitido pela picada do mosquito Aedes aegypti. Entre seus principais sintomas, destacam-se a febre, dores no corpo e manchas vermelhas.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/dengue.htm;Acesso em maio de 2024;dengue
Difteria;A difteria, também denominada crupe, é uma doença infectocontagiosa caracterizada pela presença de uma pseudomembrana cinza-esbranquiçada no local da infecção. Provocada pelo bacilo Corynebacterium diphtheriae, alguns de seus sintomas surgem em razão da liberação das toxinas que este produz.;;Site Brasil Escola;https://brasilescola.uol.com.br/doencas/difteria.htm;Acesso em maio de 2024;diphtheria
